vname,frame_no,flux_r,flux_g,flux_b,area_r,area_g,area_b,r0,g0,b0,r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,r5,g5,b5,r6,g6,b6,r7,g7,b7,r8,g8,b8,r9,g9,b9,r10,g10,b10,r_seq,g_seq,b_seq
auroramaxHD_20180421_480p.mp4,1092,11184.0,182429.0,2248751.0,4083,10483,149800,6,7,11,7,8,11,11,14,16,15,16,20,13,13,19,11,11,15,9,10,13,10,11,15,9,10,14,10,11,14,11,13,16,[ 6  7 11 15 13 11  9 10  9 10 11],[ 7  8 14 16 13 11 10 11 10 11 13],[11 11 16 20 19 15 13 15 14 14 16]
auroramaxHD_20180421_480p.mp4,1093,6152.0,164184.0,2288363.0,2826,9557,152117,6,7,11,6,8,11,11,14,15,15,17,22,13,13,19,10,11,15,8,9,13,10,11,14,9,10,14,10,11,14,10,13,16,[ 6  6 11 15 13 10  8 10  9 10 10],[ 7  8 14 17 13 11  9 11 10 11 13],[11 11 15 22 19 15 13 14 14 14 16]
auroramaxHD_20180421_480p.mp4,1094,8853.0,136763.0,2390771.0,3618,7181,152835,5,6,10,7,8,11,10,13,16,15,17,21,13,13,20,11,10,16,8,9,13,10,10,16,10,11,15,10,11,15,11,13,16,[ 5  7 10 15 13 11  8 10 10 10 11],[ 6  8 13 17 13 10  9 10 11 11 13],[10 11 16 21 20 16 13 16 15 15 16]
auroramaxHD_20180421_480p.mp4,1095,6808.0,110114.0,2544899.0,3322,6048,153296,5,6,11,7,7,13,11,14,17,14,17,22,13,13,21,10,10,17,8,8,15,9,9,16,10,11,17,9,11,15,11,14,17,[ 5  7 11 14 13 10  8  9 10  9 11],[ 6  7 14 17 13 10  8  9 11 11 14],[11 13 17 22 21 17 15 16 17 15 17]
auroramaxHD_20180421_480p.mp4,1096,4857.0,122320.0,2631238.0,2911,6437,154164,5,6,12,7,7,13,11,14,19,15,18,23,13,13,22,10,10,18,8,8,15,10,9,16,10,10,16,9,10,16,11,13,18,[ 5  7 11 15 13 10  8 10 10  9 11],[ 6  7 14 18 13 10  8  9 10 10 13],[12 13 19 23 22 18 15 16 16 16 18]
auroramaxHD_20180421_480p.mp4,1097,4867.0,145636.0,2653917.0,2769,7233,153217,6,6,13,7,7,13,11,16,20,16,19,24,13,12,21,11,12,19,9,8,15,10,10,16,9,9,16,9,10,16,11,13,18,[ 6  7 11 16 13 11  9 10  9  9 11],[ 6  7 16 19 12 12  8 10  9 10 13],[13 13 20 24 21 19 15 16 16 16 18]
auroramaxHD_20180421_480p.mp4,1098,4946.0,190280.0,2641200.0,2816,8447,152135,5,6,12,7,7,12,12,17,20,18,21,27,13,11,23,11,11,19,8,8,15,9,10,16,9,9,16,9,10,16,11,13,18,[ 5  7 12 18 13 11  8  9  9  9 11],[ 6  7 17 21 11 11  8 10  9 10 13],[12 12 20 27 23 19 15 16 16 16 18]
auroramaxHD_20180421_480p.mp4,1099,4434.0,194942.0,2715559.0,2659,7433,151527,6,6,13,7,7,13,12,16,20,20,24,29,14,12,24,11,11,20,9,9,15,9,9,16,9,9,16,9,10,16,12,12,19,[ 6  7 12 20 14 11  9  9  9  9 12],[ 6  7 16 24 12 11  9  9  9 10 12],[13 13 20 29 24 20 15 16 16 16 19]
auroramaxHD_20180421_480p.mp4,1100,6318.0,197904.0,2902460.0,3574,6806,152103,6,6,13,7,7,14,13,14,20,23,26,31,17,13,28,12,10,19,11,9,18,11,9,16,11,9,16,11,10,16,12,12,19,[ 6  7 13 23 17 12 11 11 11 11 12],[ 6  7 14 26 13 10  9  9  9 10 12],[13 14 20 31 28 19 18 16 16 16 19]
auroramaxHD_20180421_480p.mp4,1101,6091.0,234449.0,2961657.0,3184,7059,151729,6,6,13,8,7,14,13,13,20,26,27,33,19,16,29,11,9,18,11,9,18,11,9,16,11,9,16,11,10,17,12,12,19,[ 6  8 13 26 19 11 11 11 11 11 12],[ 6  7 13 27 16  9  9  9  9 10 12],[13 14 20 33 29 18 18 16 16 17 19]
auroramaxHD_20180421_480p.mp4,1102,8005.0,206307.0,3130465.0,3955,5720,152396,8,6,13,9,7,14,14,13,20,28,31,36,21,16,32,12,9,22,11,9,18,11,9,17,11,9,17,12,10,17,13,12,20,[ 8  9 14 28 21 12 11 11 11 12 13],[ 6  7 13 31 16  9  9  9  9 10 12],[13 14 20 36 32 22 18 17 17 17 20]
auroramaxHD_20180421_480p.mp4,1103,7934.0,318446.0,3023426.0,3635,9052,150304,6,6,13,9,7,14,12,12,22,28,32,35,22,19,32,14,11,23,11,9,16,10,8,16,11,9,16,11,10,17,12,12,19,[ 6  9 12 28 22 14 11 10 11 11 12],[ 6  7 12 32 19 11  9  8  9 10 12],[13 14 22 35 32 23 16 16 16 17 19]
auroramaxHD_20180421_480p.mp4,1104,9779.0,327656.0,2992759.0,4283,9134,148788,8,6,13,9,7,14,11,11,20,29,33,34,23,19,33,17,14,24,11,9,17,11,9,16,11,9,16,11,10,18,13,12,19,[ 8  9 11 29 23 17 11 11 11 11 13],[ 6  7 11 33 19 14  9  9  9 10 12],[13 14 20 34 33 24 17 16 16 18 19]
auroramaxHD_20180421_480p.mp4,1105,19991.0,237246.0,3215109.0,4475,5370,150208,9,7,14,9,7,14,12,10,20,32,31,35,26,22,35,19,17,29,11,9,18,11,9,16,11,9,16,12,10,19,14,12,20,[ 9  9 12 32 26 19 11 11 11 12 14],[ 7  7 10 31 22 17  9  9  9 10 12],[14 14 20 35 35 29 18 16 16 19 20]
auroramaxHD_20180421_480p.mp4,1106,27455.0,351589.0,3236637.0,4091,7858,148816,9,7,14,9,7,14,12,10,22,34,35,39,27,23,36,26,27,31,12,10,19,11,9,18,11,9,16,12,10,18,14,12,21,[ 9  9 12 34 27 26 12 11 11 12 14],[ 7  7 10 35 23 27 10  9  9 10 12],[14 14 22 39 36 31 19 18 16 18 21]
auroramaxHD_20180421_480p.mp4,1107,24872.0,495420.0,3332053.0,4745,10558,147592,9,7,14,9,7,14,12,10,19,37,35,42,29,26,35,30,31,37,14,12,21,11,9,16,11,9,16,12,10,19,14,12,20,[ 9  9 12 37 29 30 14 11 11 12 14],[ 7  7 10 35 26 31 12  9  9 10 12],[14 14 19 42 35 37 21 16 16 19 20]
auroramaxHD_20180421_480p.mp4,1108,23570.0,581766.0,3304327.0,4178,12040,146028,9,7,14,9,7,14,13,10,19,39,40,44,27,23,33,28,30,32,18,16,23,10,9,16,11,9,17,12,10,18,14,12,20,[ 9  9 13 39 27 28 18 10 11 12 14],[ 7  7 10 40 23 30 16  9  9 10 12],[14 14 19 44 33 32 23 16 17 18 20]
auroramaxHD_20180421_480p.mp4,1109,15411.0,601668.0,3302106.0,4413,12478,144864,9,7,14,9,7,14,12,10,18,42,43,44,24,21,32,26,27,32,20,18,25,11,9,18,11,9,18,12,11,18,14,12,21,[ 9  9 12 42 24 26 20 11 11 12 14],[ 7  7 10 43 21 27 18  9  9 11 12],[14 14 18 44 32 32 25 18 18 18 21]
auroramaxHD_20180421_480p.mp4,1110,12421.0,512965.0,3340872.0,3582,10964,146452,9,7,14,9,7,14,12,10,18,35,38,39,27,23,33,24,22,31,19,18,26,11,9,18,11,9,18,12,11,18,14,12,21,[ 9  9 12 35 27 24 19 11 11 12 14],[ 7  7 10 38 23 22 18  9  9 11 12],[14 14 18 39 33 31 26 18 18 18 21]
auroramaxHD_20180421_480p.mp4,1111,7668.0,504562.0,3320798.0,3539,11050,146586,9,7,14,9,7,14,11,9,18,33,34,38,27,23,32,21,19,30,20,17,31,13,11,19,11,9,18,12,10,18,14,12,20,[ 9  9 11 33 27 21 20 13 11 12 14],[ 7  7  9 34 23 19 17 11  9 10 12],[14 14 18 38 32 30 31 19 18 18 20]
auroramaxHD_20180421_480p.mp4,1112,34732.0,558459.0,3341504.0,4395,12455,146424,9,7,14,9,7,14,11,9,17,32,34,37,26,22,31,20,16,30,22,21,27,18,15,24,11,9,18,12,11,18,14,12,20,[ 9  9 11 32 26 20 22 18 11 12 14],[ 7  7  9 34 22 16 21 15  9 11 12],[14 14 17 37 31 30 27 24 18 18 20]
auroramaxHD_20180421_480p.mp4,1113,21115.0,585070.0,3319179.0,4693,12450,144671,9,7,14,9,7,14,12,10,17,33,34,38,29,24,35,21,17,29,22,22,31,17,15,26,11,9,16,12,11,19,14,12,20,[ 9  9 12 33 29 21 22 17 11 12 14],[ 7  7 10 34 24 17 22 15  9 11 12],[14 14 17 38 35 29 31 26 16 19 20]
auroramaxHD_20180421_480p.mp4,1114,38430.0,672868.0,3325263.0,4914,14092,143236,9,7,14,9,7,14,11,9,17,34,36,39,35,32,39,19,15,28,24,25,28,20,19,27,11,9,18,12,11,19,14,12,21,[ 9  9 11 34 35 19 24 20 11 12 14],[ 7  7  9 36 32 15 25 19  9 11 12],[14 14 17 39 39 28 28 27 18 19 21]
auroramaxHD_20180421_480p.mp4,1115,62255.0,809094.0,3284929.0,4692,15926,141636,9,7,14,9,7,14,12,10,18,36,37,40,36,35,41,18,13,26,20,19,28,22,21,28,12,10,18,13,11,19,14,12,20,[ 9  9 12 36 36 18 20 22 12 13 14],[ 7  7 10 37 35 13 19 21 10 11 12],[14 14 18 40 41 26 28 28 18 19 20]
auroramaxHD_20180421_480p.mp4,1116,19105.0,975300.0,3356773.0,4357,16974,139852,9,7,16,10,8,15,11,10,18,37,42,41,47,49,51,17,12,26,20,19,30,21,21,29,12,10,19,12,11,19,14,12,21,[ 9 10 11 37 47 17 20 21 12 12 14],[ 7  8 10 42 49 12 19 21 10 11 12],[16 15 18 41 51 26 30 29 19 19 21]
auroramaxHD_20180421_480p.mp4,1117,55511.0,1133506.0,3354130.0,4581,18766,138176,9,7,14,10,8,16,11,9,18,45,49,48,45,49,50,17,13,29,21,20,30,23,22,30,13,11,20,13,10,19,14,12,21,[ 9 10 11 45 45 17 21 23 13 13 14],[ 7  8  9 49 49 13 20 22 11 10 12],[14 16 18 48 50 29 30 30 20 19 21]
auroramaxHD_20180421_480p.mp4,1118,24171.0,1438167.0,3461995.0,3546,22071,137167,7,7,15,9,8,17,11,9,19,51,54,53,45,49,53,18,13,29,21,19,28,27,29,33,14,12,23,13,11,20,14,12,22,[ 7  9 11 51 45 18 21 27 14 13 14],[ 7  8  9 54 49 13 19 29 12 11 12],[15 17 19 53 53 29 28 33 23 20 22]
auroramaxHD_20180421_480p.mp4,1119,8082.0,1765221.0,3551077.0,3687,25160,133748,9,8,17,9,8,17,11,10,20,51,61,55,62,67,65,19,14,30,18,17,27,35,38,41,17,14,27,13,11,23,14,12,23,[ 9  9 11 51 62 19 18 35 17 13 14],[ 8  8 10 61 67 14 17 38 14 11 12],[17 17 20 55 65 30 27 41 27 23 23]
auroramaxHD_20180421_480p.mp4,1120,17048.0,1965879.0,3304375.0,3888,30052,128112,10,8,17,11,9,17,11,10,19,48,57,52,54,58,57,18,14,29,17,15,25,37,38,42,19,17,28,13,11,20,15,12,24,[10 11 11 48 54 18 17 37 19 13 15],[ 8  9 10 57 58 14 15 38 17 11 12],[17 17 19 52 57 29 25 42 28 20 24]
auroramaxHD_20180421_480p.mp4,1121,22071.0,1819202.0,3394847.0,4725,28690,129232,10,8,17,10,8,17,12,10,19,45,51,50,44,45,50,18,14,28,18,16,26,39,41,45,20,20,29,14,11,23,15,12,23,[10 10 12 45 44 18 18 39 20 14 15],[ 8  8 10 51 45 14 16 41 20 11 12],[17 17 19 50 50 28 26 45 29 23 23]
auroramaxHD_20180421_480p.mp4,1122,43136.0,1711786.0,3394063.0,4786,27029,130336,10,8,17,11,9,17,12,10,19,47,56,53,40,40,47,18,13,27,19,16,26,46,54,50,24,23,30,14,12,21,15,12,23,[10 11 12 47 40 18 19 46 24 14 15],[ 8  9 10 56 40 13 16 54 23 12 12],[17 17 19 53 47 27 26 50 30 21 23]
auroramaxHD_20180421_480p.mp4,1123,66581.0,1690185.0,3418321.0,5080,27845,130564,10,8,17,11,9,17,11,9,18,50,57,56,43,41,47,16,13,28,23,21,29,31,34,37,27,29,31,14,11,23,15,12,22,[10 11 11 50 43 16 23 31 27 14 15],[ 8  9  9 57 41 13 21 34 29 11 12],[17 17 18 56 47 28 29 37 31 23 22]
auroramaxHD_20180421_480p.mp4,1124,38198.0,1575604.0,3456967.0,4094,25564,132884,9,8,17,10,8,17,11,9,18,49,52,49,45,45,50,16,12,26,25,24,32,23,25,30,24,24,30,14,13,21,14,12,22,[ 9 10 11 49 45 16 25 23 24 14 14],[ 8  8  9 52 45 12 24 25 24 13 12],[17 17 18 49 50 26 32 30 30 21 22]
auroramaxHD_20180421_480p.mp4,1125,75792.0,1460688.0,3625598.0,5002,20625,137360,10,8,17,10,8,17,11,9,18,60,65,63,38,38,43,16,12,27,22,22,29,20,19,28,22,22,29,14,13,23,14,12,23,[10 10 11 60 38 16 22 20 22 14 14],[ 8  8  9 65 38 12 22 19 22 13 12],[17 17 18 63 43 27 29 28 29 23 23]
auroramaxHD_20180421_480p.mp4,1126,22364.0,1625690.0,3533345.0,3214,24285,136906,9,8,17,10,8,17,11,9,18,59,67,60,48,48,53,17,12,26,20,20,28,27,27,35,20,20,28,13,12,21,14,12,23,[ 9 10 11 59 48 17 20 27 20 13 14],[ 8  8  9 67 48 12 20 27 20 12 12],[17 17 18 60 53 26 28 35 28 21 23]
auroramaxHD_20180421_480p.mp4,1127,30054.0,1545206.0,3434755.0,4453,22745,135272,10,8,17,10,8,17,11,9,17,43,54,48,50,51,54,17,12,28,18,17,26,25,27,33,22,22,30,14,12,22,14,12,23,[10 10 11 43 50 17 18 25 22 14 14],[ 8  8  9 54 51 12 17 27 22 12 12],[17 17 17 48 54 28 26 33 30 22 23]
auroramaxHD_20180421_480p.mp4,1128,17989.0,1386180.0,3430749.0,3648,22147,138394,8,7,16,9,8,16,10,8,17,35,41,41,41,44,47,15,12,27,16,13,24,20,20,27,23,24,31,14,14,23,14,12,22,[ 8  9 10 35 41 15 16 20 23 14 14],[ 7  8  8 41 44 12 13 20 24 14 12],[16 16 17 41 47 27 24 27 31 23 22]
auroramaxHD_20180421_480p.mp4,1129,13380.0,1044790.0,3344043.0,4322,16650,140052,9,7,14,9,7,14,10,8,16,25,30,32,38,37,45,16,11,26,15,13,24,19,17,26,26,25,32,15,13,22,14,12,21,[ 9  9 10 25 38 16 15 19 26 15 14],[ 7  7  8 30 37 11 13 17 25 13 12],[14 14 16 32 45 26 24 26 32 22 21]
auroramaxHD_20180421_480p.mp4,1130,41241.0,863863.0,3382389.0,4588,14827,142684,9,7,14,9,7,14,9,7,16,23,23,31,35,33,38,15,11,25,13,11,21,19,18,26,24,24,31,15,13,22,14,12,21,[ 9  9  9 23 35 15 13 19 24 15 14],[ 7  7  7 23 33 11 11 18 24 13 12],[14 14 16 31 38 25 21 26 31 22 21]
auroramaxHD_20180421_480p.mp4,1131,34811.0,865270.0,3374233.0,4015,14756,143120,9,7,15,9,7,14,10,8,15,19,17,28,29,27,35,15,10,27,13,11,21,17,16,25,20,20,27,15,13,21,14,12,21,[ 9  9 10 19 29 15 13 17 20 15 14],[ 7  7  8 17 27 10 11 16 20 13 12],[15 14 15 28 35 27 21 25 27 21 21]
auroramaxHD_20180421_480p.mp4,1132,25639.0,778280.0,3367305.0,3586,13114,144333,9,7,14,9,7,14,10,8,16,19,16,27,23,19,33,17,11,26,13,10,23,18,16,26,18,16,25,15,13,22,14,11,21,[ 9  9 10 19 23 17 13 18 18 15 14],[ 7  7  8 16 19 11 10 16 16 13 11],[14 14 16 27 33 26 23 26 25 22 21]
auroramaxHD_20180421_480p.mp4,1133,9049.0,746713.0,3418514.0,3622,11812,145640,9,7,15,9,7,14,10,8,17,18,15,29,22,16,31,17,12,28,13,11,21,19,19,27,16,14,23,15,13,22,13,11,21,[ 9  9 10 18 22 17 13 19 16 15 13],[ 7  7  8 15 16 12 11 19 14 13 11],[15 14 17 29 31 28 21 27 23 22 21]
auroramaxHD_20180421_480p.mp4,1134,10817.0,686401.0,3431700.0,4098,10856,145888,9,7,16,9,7,14,10,8,16,20,18,30,20,15,29,16,11,29,13,11,23,18,17,25,16,15,23,15,13,22,14,12,21,[ 9  9 10 20 20 16 13 18 16 15 14],[ 7  7  8 18 15 11 11 17 15 13 12],[16 14 16 30 29 29 23 25 23 22 21]
auroramaxHD_20180421_480p.mp4,1135,16489.0,839730.0,3370487.0,3682,14319,143559,8,7,14,9,7,14,10,9,16,22,21,31,20,14,28,16,11,28,13,10,22,15,14,22,18,17,26,13,13,22,13,11,21,[ 8  9 10 22 20 16 13 15 18 13 13],[ 7  7  9 21 14 11 10 14 17 13 11],[14 14 16 31 28 28 22 22 26 22 21]
auroramaxHD_20180421_480p.mp4,1136,11149.0,891170.0,3251760.0,3987,16067,141480,9,7,14,9,7,14,12,10,17,24,22,32,19,14,30,16,11,26,13,10,22,13,11,19,17,16,25,15,13,22,14,11,21,[ 9  9 12 24 19 16 13 13 17 15 14],[ 7  7 10 22 14 11 10 11 16 13 11],[14 14 17 32 30 26 22 19 25 22 21]
auroramaxHD_20180421_480p.mp4,1137,16278.0,868316.0,3180699.0,3351,17673,141997,8,7,14,9,7,14,9,7,16,23,26,33,19,14,31,16,11,26,12,11,21,12,10,18,16,15,23,15,13,21,14,11,22,[ 8  9  9 23 19 16 12 12 16 15 14],[ 7  7  7 26 14 11 11 10 15 13 11],[14 14 16 33 31 26 21 18 23 21 22]
auroramaxHD_20180421_480p.mp4,1138,27102.0,763782.0,3193220.0,4906,15265,142584,9,7,14,9,7,14,9,7,14,26,28,32,20,15,30,16,11,26,13,11,21,12,10,18,14,12,20,15,13,21,14,11,21,[ 9  9  9 26 20 16 13 12 14 15 14],[ 7  7  7 28 15 11 11 10 12 13 11],[14 14 14 32 30 26 21 18 20 21 21]
auroramaxHD_20180421_480p.mp4,1139,24046.0,851839.0,3183975.0,4646,15334,141995,9,7,14,9,7,14,9,7,14,29,32,35,22,16,31,16,12,27,13,11,20,12,10,18,13,11,20,15,13,22,14,11,21,[ 9  9  9 29 22 16 13 12 13 15 14],[ 7  7  7 32 16 12 11 10 11 13 11],[14 14 14 35 31 27 20 18 20 22 21]
auroramaxHD_20180421_480p.mp4,1140,9257.0,946225.0,3129706.0,3891,16056,141419,9,7,16,9,7,14,9,7,16,29,31,38,22,18,31,16,12,27,13,10,20,11,9,18,12,11,20,15,13,22,14,12,22,[ 9  9  9 29 22 16 13 11 12 15 14],[ 7  7  7 31 18 12 10  9 11 13 12],[16 14 16 38 31 27 20 18 20 22 22]
auroramaxHD_20180421_480p.mp4,1141,10571.0,962084.0,3090551.0,4177,17054,140437,9,7,15,9,7,14,9,7,16,33,36,41,22,19,31,16,12,26,13,10,20,11,9,18,13,12,21,14,13,22,15,12,21,[ 9  9  9 33 22 16 13 11 13 14 15],[ 7  7  7 36 19 12 10  9 12 13 12],[15 14 16 41 31 26 20 18 21 22 21]
auroramaxHD_20180421_480p.mp4,1142,10030.0,977575.0,3026723.0,3902,17501,139511,9,7,14,9,7,14,9,7,14,40,45,46,22,19,31,16,11,27,12,10,19,11,9,18,12,10,19,15,13,22,15,12,21,[ 9  9  9 40 22 16 12 11 12 15 15],[ 7  7  7 45 19 11 10  9 10 13 12],[14 14 14 46 31 27 19 18 19 22 21]
auroramaxHD_20180421_480p.mp4,1143,14358.0,1098783.0,2980870.0,4927,19417,137512,9,7,14,9,7,14,9,7,16,44,53,50,24,20,32,16,11,26,13,10,19,11,9,18,12,10,19,15,13,22,14,12,21,[ 9  9  9 44 24 16 13 11 12 15 14],[ 7  7  7 53 20 11 10  9 10 13 12],[14 14 16 50 32 26 19 18 19 22 21]
auroramaxHD_20180421_480p.mp4,1144,11564.0,1185025.0,2976051.0,4132,19856,137740,9,7,14,9,7,14,9,7,16,44,54,51,25,24,34,17,12,28,13,10,19,11,9,18,12,10,19,14,12,21,14,12,22,[ 9  9  9 44 25 17 13 11 12 14 14],[ 7  7  7 54 24 12 10  9 10 12 12],[14 14 16 51 34 28 19 18 19 21 22]
auroramaxHD_20180421_480p.mp4,1145,8852.0,1116515.0,3008810.0,4027,18208,139140,9,7,15,9,7,14,9,7,15,34,43,39,25,22,37,17,12,27,12,10,19,11,9,18,12,10,19,13,11,20,14,12,22,[ 9  9  9 34 25 17 12 11 12 13 14],[ 7  7  7 43 22 12 10  9 10 11 12],[15 14 15 39 37 27 19 18 19 20 22]
auroramaxHD_20180421_480p.mp4,1146,9227.0,968301.0,3056655.0,3506,16359,142080,9,7,15,8,7,14,9,7,15,23,24,34,24,23,34,18,14,28,12,10,20,11,9,18,12,10,19,12,11,19,14,12,24,[ 9  8  9 23 24 18 12 11 12 12 14],[ 7  7  7 24 23 14 10  9 10 11 12],[15 14 15 34 34 28 20 18 19 19 24]
auroramaxHD_20180421_480p.mp4,1147,11588.0,849769.0,2869630.0,3621,17293,140724,8,6,13,8,6,13,8,7,14,20,23,27,20,22,29,18,13,26,12,10,19,11,9,18,12,10,19,13,11,20,14,13,21,[ 8  8  8 20 20 18 12 11 12 13 14],[ 6  6  7 23 22 13 10  9 10 11 13],[13 13 14 27 29 26 19 18 19 20 21]
auroramaxHD_20180421_480p.mp4,1148,9966.0,721871.0,2831041.0,3908,15753,141360,8,6,13,8,6,13,8,6,13,16,16,22,20,17,29,16,14,27,12,10,19,11,9,18,12,10,19,13,11,20,14,12,21,[ 8  8  8 16 20 16 12 11 12 13 14],[ 6  6  6 16 17 14 10  9 10 11 12],[13 13 13 22 29 27 19 18 19 20 21]
auroramaxHD_20180421_480p.mp4,1149,35852.0,589826.0,2848046.0,5143,13091,142999,8,6,13,8,6,13,8,6,13,12,12,17,21,16,30,16,14,26,13,10,19,11,9,16,12,10,19,13,11,20,14,12,21,[ 8  8  8 12 21 16 13 11 12 13 14],[ 6  6  6 12 16 14 10  9 10 11 12],[13 13 13 17 30 26 19 16 19 20 21]
auroramaxHD_20180421_480p.mp4,1150,19591.0,541660.0,2844673.0,4314,12524,144956,8,6,13,8,6,13,8,6,13,11,10,17,21,18,32,17,12,26,13,11,19,11,9,16,13,11,18,13,11,20,14,13,21,[ 8  8  8 11 21 17 13 11 13 13 14],[ 6  6  6 10 18 12 11  9 11 11 13],[13 13 13 17 32 26 19 16 18 20 21]
auroramaxHD_20180421_480p.mp4,1151,16605.0,453277.0,2886153.0,3916,10941,146721,8,6,13,8,6,13,8,6,13,9,8,15,22,18,31,17,13,25,13,11,20,11,9,16,13,11,20,14,12,21,15,13,22,[ 8  8  8  9 22 17 13 11 13 14 15],[ 6  6  6  8 18 13 11  9 11 12 13],[13 13 13 15 31 25 20 16 20 21 22]
auroramaxHD_20180421_480p.mp4,1152,16282.0,368910.0,2868523.0,4292,9685,148262,8,6,13,8,6,13,8,6,13,9,7,14,23,19,28,16,12,25,13,11,20,11,9,16,12,10,19,14,12,20,15,13,21,[ 8  8  8  9 23 16 13 11 12 14 15],[ 6  6  6  7 19 12 11  9 10 12 13],[13 13 13 14 28 25 20 16 19 20 21]
auroramaxHD_20180421_480p.mp4,1153,7407.0,551010.0,2385093.0,3584,17538,143060,6,6,12,7,6,11,7,6,12,8,7,13,16,15,24,15,14,22,13,11,19,10,8,15,11,10,17,12,12,18,12,13,19,[ 6  7  7  8 16 15 13 10 11 12 12],[ 6  6  6  7 15 14 11  8 10 12 13],[12 11 12 13 24 22 19 15 17 18 19]
auroramaxHD_20180421_480p.mp4,1154,8297.0,798910.0,1806330.0,3768,31655,134830,5,6,10,5,6,10,5,6,10,6,7,10,12,15,15,13,14,18,11,12,15,8,9,13,9,10,14,10,13,16,11,14,16,[ 5  5  5  6 12 13 11  8  9 10 11],[ 6  6  6  7 15 14 12  9 10 13 14],[10 10 10 10 15 18 15 13 14 16 16]
auroramaxHD_20180421_480p.mp4,1155,5791.0,713626.0,1763107.0,3090,31575,136541,5,6,10,5,6,8,5,6,9,6,7,10,10,12,13,13,13,16,11,12,15,8,9,13,10,11,14,11,13,15,11,14,15,[ 5  5  5  6 10 13 11  8 10 11 11],[ 6  6  6  7 12 13 12  9 11 13 14],[10  8  9 10 13 16 15 13 14 15 15]
auroramaxHD_20180421_480p.mp4,1156,74796.0,913118.0,1468104.0,9540,46390,126915,5,6,8,7,6,8,6,6,8,7,7,9,11,12,12,14,13,14,12,12,14,8,9,11,10,11,13,12,14,14,13,14,15,[ 5  7  6  7 11 14 12  8 10 12 13],[ 6  6  6  7 12 13 12  9 11 14 14],[ 8  8  8  9 12 14 14 11 13 14 15]
auroramaxHD_20180421_480p.mp4,1157,119344.0,906325.0,1488243.0,11246,48297,127331,7,6,8,7,6,8,7,6,8,7,7,9,10,11,12,14,13,14,12,12,14,10,9,11,11,11,13,12,14,15,13,15,15,[ 7  7  7  7 10 14 12 10 11 12 13],[ 6  6  6  7 11 13 12  9 11 14 15],[ 8  8  8  9 12 14 14 11 13 15 15]
auroramaxHD_20180421_480p.mp4,1158,71005.0,855342.0,1467407.0,8356,43936,127448,6,6,8,5,6,8,5,6,8,5,6,8,11,10,11,12,11,14,12,13,14,10,9,11,10,11,13,13,15,15,13,15,16,[ 6  5  5  5 11 12 12 10 10 13 13],[ 6  6  6  6 10 11 13  9 11 15 15],[ 8  8  8  8 11 14 14 11 13 15 16]
auroramaxHD_20180421_480p.mp4,1159,144395.0,786799.0,1436684.0,13834,39281,125353,7,6,8,7,6,8,7,6,8,8,7,9,10,10,11,13,12,14,12,12,13,10,9,11,11,11,13,13,15,16,14,16,16,[ 7  7  7  8 10 13 12 10 11 13 14],[ 6  6  6  7 10 12 12  9 11 15 16],[ 8  8  8  9 11 14 13 11 13 16 16]
auroramaxHD_20180421_480p.mp4,1160,149502.0,823720.0,1401187.0,14519,42324,123621,5,6,8,7,6,8,7,6,8,6,7,9,10,10,11,12,13,13,12,11,12,10,10,12,11,12,13,14,16,16,14,16,16,[ 5  7  7  6 10 12 12 10 11 14 14],[ 6  6  6  7 10 13 11 10 12 16 16],[ 8  8  8  9 11 13 12 12 13 16 16]
auroramaxHD_20180421_480p.mp4,1161,79147.0,830333.0,1471663.0,9895,43104,129220,7,6,8,7,6,8,6,6,8,5,6,8,9,9,11,13,12,14,11,11,12,11,10,12,12,12,14,14,16,16,14,16,16,[ 7  7  6  5  9 13 11 11 12 14 14],[ 6  6  6  6  9 12 11 10 12 16 16],[ 8  8  8  8 11 14 12 12 14 16 16]
auroramaxHD_20180421_480p.mp4,1162,48862.0,880588.0,1390804.0,8135,45798,125804,6,6,8,5,6,8,5,6,8,6,6,8,8,9,10,12,13,13,11,11,13,9,10,12,11,13,14,14,16,16,14,16,16,[ 6  5  5  6  8 12 11  9 11 14 14],[ 6  6  6  6  9 13 11 10 13 16 16],[ 8  8  8  8 10 13 13 12 14 16 16]
auroramaxHD_20180421_480p.mp4,1163,25166.0,918331.0,1389016.0,6115,48962,127045,6,6,8,5,6,8,5,6,8,5,6,8,8,8,10,11,12,13,11,12,13,9,10,12,10,12,13,13,16,16,14,17,16,[ 6  5  5  5  8 11 11  9 10 13 14],[ 6  6  6  6  8 12 12 10 12 16 17],[ 8  8  8  8 10 13 13 12 13 16 16]
auroramaxHD_20180421_480p.mp4,1164,46420.0,884891.0,1432884.0,7947,45228,128683,6,6,8,5,6,8,5,6,8,6,6,8,8,8,10,11,10,12,11,13,13,9,10,12,11,12,14,14,16,16,15,17,17,[ 6  5  5  6  8 11 11  9 11 14 15],[ 6  6  6  6  8 10 13 10 12 16 17],[ 8  8  8  8 10 12 13 12 14 16 17]
