vname,frame_no,flux_r,flux_g,flux_b,area_r,area_g,area_b,r0,g0,b0,r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,r5,g5,b5,r6,g6,b6,r7,g7,b7,r8,g8,b8,r9,g9,b9,r10,g10,b10,r_seq,g_seq,b_seq
auroramaxHD_20180421_480p.mp4,497,902149.0,743031.0,4388350.0,20407,13282,136948,44,44,43,39,39,38,35,32,39,30,26,35,24,22,31,22,20,29,20,18,27,19,17,26,19,17,27,21,18,28,24,21,30,[44 39 35 30 24 22 20 19 19 21 24],[44 39 32 26 22 20 18 17 17 18 21],[43 38 39 35 31 29 27 26 27 28 30]
auroramaxHD_20180421_480p.mp4,498,877485.0,862620.0,4328716.0,20314,14893,136198,45,45,44,38,38,39,32,29,37,29,26,35,23,21,29,22,20,28,19,17,26,19,17,26,18,16,27,21,18,29,23,21,30,[45 38 32 29 23 22 19 19 18 21 23],[45 38 29 26 21 20 17 17 16 18 21],[44 39 37 35 29 28 26 26 27 29 30]
auroramaxHD_20180421_480p.mp4,499,906487.0,768460.0,4422331.0,19247,12846,138864,45,45,43,37,37,39,31,27,37,28,25,33,22,20,29,22,20,29,20,18,27,19,17,25,18,16,27,21,18,28,23,21,29,[45 37 31 28 22 22 20 19 18 21 23],[45 37 27 25 20 20 18 17 16 18 21],[43 39 37 33 29 29 27 25 27 28 29]
auroramaxHD_20180421_480p.mp4,500,926537.0,694884.0,4486480.0,19252,11162,138660,45,44,44,34,35,40,31,27,37,27,23,34,22,18,31,22,20,29,20,18,27,19,17,26,18,15,27,21,18,28,23,21,30,[45 34 31 27 22 22 20 19 18 21 23],[44 35 27 23 18 20 18 17 15 18 21],[44 40 37 34 31 29 27 26 27 28 30]
auroramaxHD_20180421_480p.mp4,501,985107.0,726010.0,4584896.0,19176,11033,139492,45,44,45,32,33,40,29,25,37,25,21,34,21,18,31,22,20,29,20,18,29,19,17,27,18,15,27,21,18,29,23,21,30,[45 32 29 25 21 22 20 19 18 21 23],[44 33 25 21 18 20 18 17 15 18 21],[45 40 37 34 31 29 29 27 27 29 30]
auroramaxHD_20180421_480p.mp4,502,979020.0,820719.0,4716298.0,18242,11758,140600,44,43,46,32,32,40,28,24,38,24,20,34,21,18,31,22,19,31,21,18,30,19,17,28,18,15,27,21,18,29,23,20,31,[44 32 28 24 21 22 21 19 18 21 23],[43 32 24 20 18 19 18 17 15 18 20],[46 40 38 34 31 31 30 28 27 29 31]
auroramaxHD_20180421_480p.mp4,503,927249.0,788670.0,4741279.0,17214,10661,141156,43,40,46,32,29,40,27,22,38,23,18,34,21,18,31,22,19,31,21,17,30,19,16,28,18,15,27,21,17,30,23,20,31,[43 32 27 23 21 22 21 19 18 21 23],[40 29 22 18 18 19 17 16 15 17 20],[46 40 38 34 31 31 30 28 27 30 31]
auroramaxHD_20180421_480p.mp4,504,930091.0,824297.0,4767969.0,16841,10779,141736,43,39,45,33,30,39,26,21,37,22,17,34,21,18,31,22,18,31,21,17,30,19,16,28,19,16,28,21,17,30,22,20,31,[43 33 26 22 21 22 21 19 19 21 22],[39 30 21 17 18 18 17 16 16 17 20],[45 39 37 34 31 31 30 28 28 30 31]
auroramaxHD_20180421_480p.mp4,505,892519.0,787262.0,4824752.0,15985,10360,142660,42,38,44,34,31,39,25,20,38,22,17,34,21,17,31,21,18,31,21,17,30,19,16,27,19,16,29,20,17,29,22,19,31,[42 34 25 22 21 21 21 19 19 20 22],[38 31 20 17 17 18 17 16 16 17 19],[44 39 38 34 31 31 30 27 29 29 31]
auroramaxHD_20180421_480p.mp4,506,870839.0,781732.0,4801972.0,15627,10208,143288,42,39,44,34,33,39,25,20,37,21,16,34,21,18,31,21,17,30,21,17,30,18,15,27,19,16,28,20,17,31,22,19,30,[42 34 25 21 21 21 21 18 19 20 22],[39 33 20 16 18 17 17 15 16 17 19],[44 39 37 34 31 30 30 27 28 31 30]
auroramaxHD_20180421_480p.mp4,507,880904.0,813548.0,4771099.0,15601,11016,142896,41,39,44,33,31,39,25,20,37,21,16,34,22,19,32,20,17,30,20,17,30,18,15,27,18,15,28,20,17,30,22,19,31,[41 33 25 21 22 20 20 18 18 20 22],[39 31 20 16 19 17 17 15 15 17 19],[44 39 37 34 32 30 30 27 28 30 31]
auroramaxHD_20180421_480p.mp4,508,923336.0,789166.0,4715321.0,16410,10324,142336,41,39,43,35,33,40,25,20,37,21,16,33,23,19,33,21,17,30,20,16,30,17,14,26,19,15,28,20,17,29,22,19,30,[41 35 25 21 23 21 20 17 19 20 22],[39 33 20 16 19 17 16 14 15 17 19],[43 40 37 33 33 30 30 26 28 29 30]
auroramaxHD_20180421_480p.mp4,509,909669.0,811233.0,4735375.0,16270,10693,142147,41,39,42,36,35,40,25,20,37,21,16,33,24,19,34,21,18,31,19,16,30,17,14,27,18,15,27,20,17,30,22,19,31,[41 36 25 21 24 21 19 17 18 20 22],[39 35 20 16 19 18 16 14 15 17 19],[42 40 37 33 34 31 30 27 27 30 31]
auroramaxHD_20180421_480p.mp4,510,963444.0,770449.0,4709816.0,17216,9854,141672,41,39,43,36,34,42,27,22,38,21,17,34,24,19,33,21,18,31,20,17,30,17,14,27,18,15,28,20,17,29,22,19,31,[41 36 27 21 24 21 20 17 18 20 22],[39 34 22 17 19 18 17 14 15 17 19],[43 42 38 34 33 31 30 27 28 29 31]
auroramaxHD_20180421_480p.mp4,511,972011.0,893489.0,4722245.0,16790,11238,142092,40,39,42,38,36,42,27,22,38,21,17,34,24,20,34,21,17,31,20,17,30,17,14,27,18,15,28,20,16,29,22,19,31,[40 38 27 21 24 21 20 17 18 20 22],[39 36 22 17 20 17 17 14 15 16 19],[42 42 38 34 34 31 30 27 28 29 31]
auroramaxHD_20180421_480p.mp4,512,923657.0,800217.0,4779725.0,15231,10086,143479,40,38,42,39,37,42,27,22,38,21,17,34,24,19,33,20,17,30,19,16,30,17,14,27,18,15,28,19,16,29,22,19,31,[40 39 27 21 24 20 19 17 18 19 22],[38 37 22 17 19 17 16 14 15 16 19],[42 42 38 34 33 30 30 27 28 29 31]
auroramaxHD_20180421_480p.mp4,513,882176.0,806139.0,4792877.0,14560,9723,143724,39,37,42,38,36,41,28,23,39,21,17,33,24,18,34,18,15,29,19,16,29,17,14,28,18,15,29,20,17,30,23,19,31,[39 38 28 21 24 18 19 17 18 20 23],[37 36 23 17 18 15 16 14 15 17 19],[42 41 39 33 34 29 29 28 29 30 31]
auroramaxHD_20180421_480p.mp4,514,881770.0,744405.0,4824812.0,13861,8836,144892,38,36,41,37,36,42,27,22,38,20,16,33,23,18,33,18,15,29,18,16,29,18,14,28,18,15,28,19,16,29,22,19,31,[38 37 27 20 23 18 18 18 18 19 22],[36 36 22 16 18 15 16 14 15 16 19],[41 42 38 33 33 29 29 28 28 29 31]
auroramaxHD_20180421_480p.mp4,515,848772.0,784409.0,4833870.0,13851,9299,144876,37,35,42,37,35,42,26,21,38,20,16,33,22,17,32,17,14,28,17,16,28,18,15,28,18,15,28,19,16,29,22,19,31,[37 37 26 20 22 17 17 18 18 19 22],[35 35 21 16 17 14 16 15 15 16 19],[42 42 38 33 32 28 28 28 28 29 31]
auroramaxHD_20180421_480p.mp4,516,830068.0,804205.0,4840466.0,13392,9294,145356,36,34,41,35,33,40,26,21,37,20,15,33,21,16,31,17,14,29,17,15,28,19,15,28,18,15,28,19,16,29,23,19,31,[36 35 26 20 21 17 17 19 18 19 23],[34 33 21 15 16 14 15 15 15 16 19],[41 40 37 33 31 29 28 28 28 29 31]
auroramaxHD_20180421_480p.mp4,517,810886.0,807569.0,4894058.0,13037,9455,145815,35,33,41,33,31,40,25,20,37,20,15,33,20,16,32,17,14,29,17,14,28,18,15,28,18,15,29,19,16,29,23,19,31,[35 33 25 20 20 17 17 18 18 19 23],[33 31 20 15 16 14 14 15 15 16 19],[41 40 37 33 32 29 28 28 29 29 31]
auroramaxHD_20180421_480p.mp4,518,811201.0,809793.0,4935974.0,13188,9122,145900,34,32,40,32,29,39,24,19,37,19,15,33,20,15,31,18,13,29,17,14,28,19,16,29,18,15,29,19,16,30,23,20,31,[34 32 24 19 20 18 17 19 18 19 23],[32 29 19 15 15 13 14 16 15 16 20],[40 39 37 33 31 29 28 29 29 30 31]
auroramaxHD_20180421_480p.mp4,519,770556.0,786184.0,5009726.0,11960,8463,146863,34,30,40,30,28,39,24,19,37,20,14,33,19,15,33,17,14,30,17,14,28,18,16,29,18,15,29,19,16,31,22,20,32,[34 30 24 20 19 17 17 18 18 19 22],[30 28 19 14 15 14 14 16 15 16 20],[40 39 37 33 33 30 28 29 29 31 32]
auroramaxHD_20180421_480p.mp4,520,752933.0,769193.0,5080507.0,11128,8198,147592,32,29,42,30,27,40,24,19,37,20,14,33,19,14,32,16,13,30,17,14,30,18,16,29,18,15,29,19,16,31,21,19,32,[32 30 24 20 19 16 17 18 18 19 21],[29 27 19 14 14 13 14 16 15 16 19],[42 40 37 33 32 30 30 29 29 31 32]
auroramaxHD_20180421_480p.mp4,521,717232.0,752838.0,5153528.0,10834,7930,147764,32,29,42,29,26,40,24,18,37,20,14,33,19,13,32,17,13,30,17,13,30,18,15,31,18,15,30,20,16,31,21,19,33,[32 29 24 20 19 17 17 18 18 20 21],[29 26 18 14 13 13 13 15 15 16 19],[42 40 37 33 32 30 30 31 30 31 33]
auroramaxHD_20180421_480p.mp4,522,724189.0,697552.0,5157105.0,10681,7275,147996,32,28,43,29,26,39,23,18,37,20,14,33,19,13,32,16,13,30,17,13,30,18,15,31,18,16,31,19,16,32,21,19,33,[32 29 23 20 19 16 17 18 18 19 21],[28 26 18 14 13 13 13 15 16 16 19],[43 39 37 33 32 30 30 31 31 32 33]
auroramaxHD_20180421_480p.mp4,523,633403.0,702855.0,5288708.0,9382,7035,148564,31,27,44,28,25,40,23,17,37,20,14,33,18,13,31,17,13,30,16,13,30,18,14,31,19,16,31,19,16,33,21,18,33,[31 28 23 20 18 17 16 18 19 19 21],[27 25 17 14 13 13 13 14 16 16 18],[44 40 37 33 31 30 30 31 31 33 33]
auroramaxHD_20180421_480p.mp4,524,649558.0,668311.0,5324560.0,9377,6420,148684,30,25,43,27,24,40,23,17,37,19,14,33,18,14,32,16,13,30,16,13,30,18,14,32,19,15,31,19,16,33,21,18,34,[30 27 23 19 18 16 16 18 19 19 21],[25 24 17 14 14 13 13 14 15 16 18],[43 40 37 33 32 30 30 32 31 33 34]
auroramaxHD_20180421_480p.mp4,525,586930.0,660917.0,5293884.0,8976,6372,148980,28,22,42,26,23,40,22,16,36,19,13,33,18,13,31,17,13,30,16,13,30,18,15,31,19,15,31,19,16,33,21,18,34,[28 26 22 19 18 17 16 18 19 19 21],[22 23 16 13 13 13 13 15 15 16 18],[42 40 36 33 31 30 30 31 31 33 34]
auroramaxHD_20180421_480p.mp4,526,554751.0,647266.0,5273339.0,8592,6284,149348,27,24,40,25,20,39,22,16,35,19,13,33,17,13,31,17,13,30,16,13,30,19,15,32,19,16,31,19,16,33,21,18,33,[27 25 22 19 17 17 16 19 19 19 21],[24 20 16 13 13 13 13 15 16 16 18],[40 39 35 33 31 30 30 32 31 33 33]
auroramaxHD_20180421_480p.mp4,527,510201.0,631800.0,5210695.0,8182,6731,149658,27,21,39,23,20,37,21,16,35,19,14,32,17,13,31,17,14,31,16,13,30,18,15,31,19,16,31,19,16,33,21,18,33,[27 23 21 19 17 17 16 18 19 19 21],[21 20 16 14 13 14 13 15 16 16 18],[39 37 35 32 31 31 30 31 31 33 33]
auroramaxHD_20180421_480p.mp4,528,501635.0,596480.0,5174658.0,8754,6271,149608,24,18,38,22,17,35,21,15,34,19,13,32,17,13,31,17,13,31,17,13,30,19,15,32,19,16,31,20,17,31,21,18,32,[24 22 21 19 17 17 17 19 19 20 21],[18 17 15 13 13 13 13 15 16 17 18],[38 35 34 32 31 31 30 32 31 31 32]
auroramaxHD_20180421_480p.mp4,529,486334.0,538768.0,5133596.0,8351,5644,150047,22,17,36,21,18,34,20,15,33,19,14,32,18,13,31,18,13,31,18,13,30,19,15,32,19,16,31,20,17,32,22,17,33,[22 21 20 19 18 18 18 19 19 20 22],[17 18 15 14 13 13 13 15 16 17 17],[36 34 33 32 31 31 30 32 31 32 33]
auroramaxHD_20180421_480p.mp4,530,486606.0,487160.0,5007144.0,8919,5476,150168,22,18,35,21,17,32,19,15,32,19,14,32,18,13,31,18,14,30,18,14,30,19,15,32,19,16,30,20,17,31,21,18,31,[22 21 19 19 18 18 18 19 19 20 21],[18 17 15 14 13 14 14 15 16 17 18],[35 32 32 32 31 30 30 32 30 31 31]
auroramaxHD_20180421_480p.mp4,531,415040.0,450697.0,4919017.0,8231,5224,150088,22,19,34,20,17,32,19,16,31,19,14,31,19,14,30,18,15,28,19,15,29,19,15,31,19,16,30,20,17,30,22,18,31,[22 20 19 19 19 18 19 19 19 20 22],[19 17 16 14 14 15 15 15 16 17 18],[34 32 31 31 30 28 29 31 30 30 31]
auroramaxHD_20180421_480p.mp4,532,401641.0,451877.0,4908025.0,8338,5271,150348,23,19,35,19,16,31,19,15,31,20,15,31,19,15,30,19,15,29,19,16,29,20,16,31,20,17,30,20,17,30,22,19,31,[23 19 19 20 19 19 19 20 20 20 22],[19 16 15 15 15 15 16 16 17 17 19],[35 31 31 31 30 29 29 31 30 30 31]
auroramaxHD_20180421_480p.mp4,533,386426.0,413703.0,4839663.0,8239,5031,150148,23,21,35,18,14,30,18,15,29,20,15,30,19,15,29,19,16,29,19,16,29,20,16,30,20,17,30,20,17,30,22,19,31,[23 18 18 20 19 19 19 20 20 20 22],[21 14 15 15 15 16 16 16 17 17 19],[35 30 29 30 29 29 29 30 30 30 31]
auroramaxHD_20180421_480p.mp4,534,334310.0,407626.0,4868740.0,7380,4967,150444,25,20,36,19,14,30,18,15,30,20,15,30,19,16,29,20,17,29,20,17,29,20,17,30,20,18,30,20,17,30,22,19,31,[25 19 18 20 19 20 20 20 20 20 22],[20 14 15 15 16 17 17 17 18 17 19],[36 30 30 30 29 29 29 30 30 30 31]
auroramaxHD_20180421_480p.mp4,535,337979.0,409875.0,4863790.0,7545,5003,150480,25,21,36,19,14,30,18,14,29,19,15,31,20,16,30,21,18,29,21,18,30,21,18,31,21,18,30,20,17,30,22,19,30,[25 19 18 19 20 21 21 21 21 20 22],[21 14 14 15 16 18 18 18 18 17 19],[36 30 29 31 30 29 30 31 30 30 30]
auroramaxHD_20180421_480p.mp4,536,356708.0,431297.0,4907990.0,7577,5255,149972,25,20,36,20,14,30,18,14,30,20,16,31,21,18,31,22,19,30,22,20,31,22,19,32,22,19,32,21,18,30,22,19,30,[25 20 18 20 21 22 22 22 22 21 22],[20 14 14 16 18 19 20 19 19 18 19],[36 30 30 31 31 30 31 32 32 30 30]
auroramaxHD_20180421_480p.mp4,537,374607.0,377987.0,5146405.0,7232,4266,150576,24,20,37,19,14,31,17,14,30,20,17,32,22,19,33,23,20,32,23,21,33,23,20,34,22,19,33,20,18,32,22,19,32,[24 19 17 20 22 23 23 23 22 20 22],[20 14 14 17 19 20 21 20 19 18 19],[37 31 30 32 33 32 33 34 33 32 32]
auroramaxHD_20180421_480p.mp4,538,398858.0,389557.0,5354324.0,7328,4008,151128,25,20,38,19,14,32,18,14,31,22,18,34,23,20,35,24,21,34,24,21,35,24,21,35,22,19,34,21,18,33,22,19,33,[25 19 18 22 23 24 24 24 22 21 22],[20 14 14 18 20 21 21 21 19 18 19],[38 32 31 34 35 34 35 35 34 33 33]
auroramaxHD_20180421_480p.mp4,539,434025.0,397689.0,5473964.0,7406,3974,150976,25,21,39,20,15,34,18,15,31,23,20,35,24,20,36,24,21,35,26,23,36,24,21,35,22,19,34,21,18,33,22,19,34,[25 20 18 23 24 24 26 24 22 21 22],[21 15 15 20 20 21 23 21 19 18 19],[39 34 31 35 36 35 36 35 34 33 34]
auroramaxHD_20180421_480p.mp4,540,456283.0,393244.0,5579563.0,7259,3880,151267,26,21,40,20,15,35,20,15,32,23,22,37,25,21,37,23,21,36,25,23,36,24,21,35,22,19,34,20,18,34,22,19,34,[26 20 20 23 25 23 25 24 22 20 22],[21 15 15 22 21 21 23 21 19 18 19],[40 35 32 37 37 36 36 35 34 34 34]
auroramaxHD_20180421_480p.mp4,541,464741.0,414096.0,5561944.0,7501,4003,150992,27,22,41,20,16,35,20,17,33,26,23,39,26,22,38,24,21,36,24,22,35,23,21,35,22,19,33,21,18,34,21,19,34,[27 20 20 26 26 24 24 23 22 21 21],[22 16 17 23 22 21 22 21 19 18 19],[41 35 33 39 38 36 35 35 33 34 34]
auroramaxHD_20180421_480p.mp4,542,480711.0,457638.0,5544765.0,7637,4442,150848,28,23,42,21,17,34,22,19,35,26,25,39,26,22,38,23,21,35,23,22,35,23,20,34,21,18,33,21,18,34,21,19,34,[28 21 22 26 26 23 23 23 21 21 21],[23 17 19 25 22 21 22 20 18 18 19],[42 34 35 39 38 35 35 34 33 34 34]
auroramaxHD_20180421_480p.mp4,543,517986.0,478075.0,5463044.0,8447,4976,149848,30,26,43,22,18,35,23,20,37,27,26,40,27,22,37,23,20,34,23,21,34,21,18,33,21,18,33,20,18,32,21,19,33,[30 22 23 27 27 23 23 21 21 20 21],[26 18 20 26 22 20 21 18 18 18 19],[43 35 37 40 37 34 34 33 33 32 33]
auroramaxHD_20180421_480p.mp4,544,553906.0,522685.0,5408323.0,9222,5737,149168,34,30,43,25,21,38,26,23,38,29,27,41,28,22,38,22,19,34,22,20,33,21,18,32,20,18,32,21,18,32,22,19,34,[34 25 26 29 28 22 22 21 20 21 22],[30 21 23 27 22 19 20 18 18 18 19],[43 38 38 41 38 34 33 32 32 32 34]
auroramaxHD_20180421_480p.mp4,545,593870.0,603462.0,5288261.0,10051,7259,148116,39,37,45,29,26,39,30,27,40,32,30,41,30,25,37,23,20,33,21,19,32,20,17,31,20,18,31,21,18,32,21,18,33,[39 29 30 32 30 23 21 20 20 21 21],[37 26 27 30 25 20 19 17 18 18 18],[45 39 40 41 37 33 32 31 31 32 33]
auroramaxHD_20180421_480p.mp4,546,649388.0,686681.0,5003682.0,11656,9004,146024,44,43,46,34,33,39,34,31,40,34,33,40,30,28,36,23,21,31,19,18,30,19,17,30,19,17,29,20,18,29,21,18,31,[44 34 34 34 30 23 19 19 19 20 21],[43 33 31 33 28 21 18 17 17 18 18],[46 39 40 40 36 31 30 30 29 29 31]
auroramaxHD_20180421_480p.mp4,547,936040.0,882003.0,4465462.0,18469,13867,139500,49,49,46,40,39,41,37,36,39,37,35,39,31,30,35,24,22,29,20,18,27,19,17,26,19,18,26,19,18,26,21,19,28,[49 40 37 37 31 24 20 19 19 19 21],[49 39 36 35 30 22 18 17 18 18 19],[46 41 39 39 35 29 27 26 26 26 28]
auroramaxHD_20180421_480p.mp4,548,1348858.0,1032146.0,4070648.0,28667,18650,128672,54,53,49,44,44,44,38,39,39,40,40,40,31,30,34,24,22,30,20,18,27,18,16,25,19,17,25,19,18,26,22,19,28,[54 44 38 40 31 24 20 18 19 19 22],[53 44 39 40 30 22 18 16 17 18 19],[49 44 39 40 34 30 27 25 25 26 28]
auroramaxHD_20180421_480p.mp4,549,1712811.0,1171929.0,3836463.0,36632,21837,120867,57,56,48,47,47,45,41,41,41,42,42,42,31,30,35,24,22,31,21,19,27,18,16,26,19,16,25,20,18,28,21,19,28,[57 47 41 42 31 24 21 18 19 20 21],[56 47 41 42 30 22 19 16 16 18 19],[48 45 41 42 35 31 27 26 25 28 28]
auroramaxHD_20180421_480p.mp4,550,1992977.0,1151972.0,3700847.0,41922,22084,115632,58,57,49,49,48,47,44,44,42,44,44,43,32,30,36,25,23,31,22,20,29,18,16,26,18,15,27,20,18,28,21,19,28,[58 49 44 44 32 25 22 18 18 20 21],[57 48 44 44 30 23 20 16 15 18 19],[49 47 42 43 36 31 29 26 27 28 28]
auroramaxHD_20180421_480p.mp4,551,2045635.0,1499692.0,3639789.0,43083,28806,112816,58,57,49,49,49,47,46,45,44,46,45,44,33,32,36,27,25,33,23,21,30,19,16,27,18,15,27,20,17,28,22,19,29,[58 49 46 46 33 27 23 19 18 20 22],[57 49 45 45 32 25 21 16 15 17 19],[49 47 44 44 36 33 30 27 27 28 29]
auroramaxHD_20180421_480p.mp4,552,2152459.0,1609560.0,3621392.0,44576,30500,110676,57,57,50,49,47,47,46,47,44,47,44,45,35,34,38,30,29,34,25,23,31,19,17,28,18,15,27,20,17,28,21,19,29,[57 49 46 47 35 30 25 19 18 20 21],[57 47 47 44 34 29 23 17 15 17 19],[50 47 44 45 38 34 31 28 27 28 29]
auroramaxHD_20180421_480p.mp4,553,2139031.0,2057430.0,3441198.0,45218,38995,105488,53,52,50,47,47,46,46,47,44,46,43,45,37,36,38,34,33,36,26,24,30,19,17,26,18,15,27,20,17,27,22,20,29,[53 47 46 46 37 34 26 19 18 20 22],[52 47 47 43 36 33 24 17 15 17 20],[50 46 44 45 38 36 30 26 27 27 29]
auroramaxHD_20180421_480p.mp4,554,2432739.0,2130397.0,3265815.0,51074,40657,99216,51,51,50,46,45,46,47,48,45,45,44,46,41,40,41,39,39,40,28,27,32,20,18,27,18,15,27,20,17,28,22,19,29,[51 46 47 45 41 39 28 20 18 20 22],[51 45 48 44 40 39 27 18 15 17 19],[50 46 45 46 41 40 32 27 27 28 29]
auroramaxHD_20180421_480p.mp4,555,2659282.0,2501150.0,2962356.0,55483,48761,91336,48,48,49,44,44,46,47,48,46,45,45,46,43,44,43,42,42,41,31,29,33,21,19,28,18,15,27,20,17,28,22,19,29,[48 44 47 45 43 42 31 21 18 20 22],[48 44 48 45 44 42 29 19 15 17 19],[49 46 46 46 43 41 33 28 27 28 29]
auroramaxHD_20180421_480p.mp4,556,2903753.0,2820743.0,2976326.0,58738,55090,90703,46,46,49,44,43,46,48,49,47,47,47,48,47,47,45,45,45,43,33,31,36,21,19,28,18,15,27,20,17,28,22,20,29,[46 44 48 47 47 45 33 21 18 20 22],[46 43 49 47 47 45 31 19 15 17 20],[49 46 47 48 45 43 36 28 27 28 29]
auroramaxHD_20180421_480p.mp4,557,2915087.0,2987340.0,2985383.0,58000,57048,90159,45,44,49,43,42,46,48,50,49,48,48,49,50,50,48,47,47,45,37,36,37,22,20,29,17,14,27,19,17,28,22,19,30,[45 43 48 48 50 47 37 22 17 19 22],[44 42 50 48 50 47 36 20 14 17 19],[49 46 49 49 48 45 37 29 27 28 30]
auroramaxHD_20180421_480p.mp4,558,2556061.0,3209429.0,3084240.0,49934,60018,91880,44,43,48,43,42,47,50,52,49,51,51,51,54,54,50,50,50,48,37,38,40,21,19,28,18,15,27,19,16,28,22,20,29,[44 43 50 51 54 50 37 21 18 19 22],[43 42 52 51 54 50 38 19 15 16 20],[48 47 49 51 50 48 40 28 27 28 29]
auroramaxHD_20180421_480p.mp4,559,2454749.0,3150318.0,3215992.0,46923,56793,94648,44,43,47,43,43,48,52,53,50,52,51,53,57,57,53,52,52,48,40,39,41,19,17,28,17,14,27,19,16,28,22,19,30,[44 43 52 52 57 52 40 19 17 19 22],[43 43 53 51 57 52 39 17 14 16 19],[47 48 50 53 53 48 41 28 27 28 30]
auroramaxHD_20180421_480p.mp4,560,2559660.0,3144808.0,3335396.0,47274,54915,97516,45,43,46,45,44,48,54,55,51,52,51,54,59,60,55,53,54,51,40,42,42,19,17,29,17,14,27,19,16,28,22,19,31,[45 45 54 52 59 53 40 19 17 19 22],[43 44 55 51 60 54 42 17 14 16 19],[46 48 51 54 55 51 42 29 27 28 31]
auroramaxHD_20180421_480p.mp4,561,2470501.0,3009000.0,3502619.0,43919,51933,100613,44,43,45,45,46,48,55,56,52,53,54,55,63,64,57,55,55,52,39,41,41,18,15,28,17,14,27,19,16,28,22,20,31,[44 45 55 53 63 55 39 18 17 19 22],[43 46 56 54 64 55 41 15 14 16 20],[45 48 52 55 57 52 41 28 27 28 31]
auroramaxHD_20180421_480p.mp4,562,2004305.0,3052756.0,3713393.0,35614,51200,104348,41,41,44,46,46,49,55,57,53,53,55,56,62,65,58,54,56,53,36,37,40,18,15,28,17,14,29,19,16,29,22,19,32,[41 46 55 53 62 54 36 18 17 19 22],[41 46 57 55 65 56 37 15 14 16 19],[44 49 53 56 58 53 40 28 29 29 32]
auroramaxHD_20180421_480p.mp4,563,2400852.0,3047182.0,3542620.0,42961,51161,101712,42,41,43,47,47,49,54,56,51,54,57,55,62,64,58,53,55,51,34,35,38,17,14,28,17,14,27,19,16,28,22,19,31,[42 47 54 54 62 53 34 17 17 19 22],[41 47 56 57 64 55 35 14 14 16 19],[43 49 51 55 58 51 38 28 27 28 31]
auroramaxHD_20180421_480p.mp4,564,2011372.0,2950360.0,3709632.0,35562,50634,105812,42,42,44,47,48,49,54,56,52,55,57,55,63,64,58,50,52,49,31,30,37,17,15,27,17,14,29,19,16,30,22,19,32,[42 47 54 55 63 50 31 17 17 19 22],[42 48 56 57 64 52 30 15 14 16 19],[44 49 52 55 58 49 37 27 29 30 32]
auroramaxHD_20180421_480p.mp4,565,1955064.0,2974675.0,3722954.0,35659,51258,106109,42,40,44,48,50,49,53,55,51,53,56,55,61,62,57,47,48,47,30,29,34,17,15,27,17,14,27,19,16,29,22,19,31,[42 48 53 53 61 47 30 17 17 19 22],[40 50 55 56 62 48 29 15 14 16 19],[44 49 51 55 57 47 34 27 27 29 31]
auroramaxHD_20180421_480p.mp4,566,2378007.0,2802000.0,3445729.0,44116,49000,101236,41,39,44,49,50,49,51,53,52,53,54,54,56,59,54,45,45,45,29,28,33,17,15,27,17,15,27,19,16,29,22,19,30,[41 49 51 53 56 45 29 17 17 19 22],[39 50 53 54 59 45 28 15 15 16 19],[44 49 52 54 54 45 33 27 27 29 30]
auroramaxHD_20180421_480p.mp4,567,2474149.0,2841742.0,3282705.0,47654,50867,98304,40,39,44,50,50,47,51,53,51,51,52,53,56,57,53,45,45,45,29,27,34,18,15,26,17,14,27,19,17,28,22,20,30,[40 50 51 51 56 45 29 18 17 19 22],[39 50 53 52 57 45 27 15 14 17 20],[44 47 51 53 53 45 34 26 27 28 30]
auroramaxHD_20180421_480p.mp4,568,2986718.0,2299669.0,3333086.0,57580,41916,99156,41,39,43,51,49,47,52,53,51,51,50,52,55,55,51,45,45,44,27,25,33,17,15,27,17,15,27,19,16,29,22,19,31,[41 51 52 51 55 45 27 17 17 19 22],[39 49 53 50 55 45 25 15 15 16 19],[43 47 51 52 51 44 33 27 27 29 31]
auroramaxHD_20180421_480p.mp4,569,2859111.0,2389605.0,3254612.0,56536,44382,97908,40,39,43,49,49,46,51,51,51,51,49,50,53,53,50,43,43,43,25,23,30,17,15,26,17,15,27,19,17,29,22,19,29,[40 49 51 51 53 43 25 17 17 19 22],[39 49 51 49 53 43 23 15 15 17 19],[43 46 51 50 50 43 30 26 27 29 29]
auroramaxHD_20180421_480p.mp4,570,2785689.0,2352324.0,3342998.0,55886,43589,100253,41,39,43,48,47,45,50,50,50,49,48,51,54,54,50,42,41,43,25,23,31,17,15,26,17,15,27,19,17,28,22,19,29,[41 48 50 49 54 42 25 17 17 19 22],[39 47 50 48 54 41 23 15 15 17 19],[43 45 50 51 50 43 31 26 27 28 29]
auroramaxHD_20180421_480p.mp4,571,2742374.0,2129477.0,3405034.0,55805,39544,101768,40,38,42,45,45,44,49,49,48,49,46,49,53,53,50,42,41,42,26,25,32,17,14,26,17,14,27,19,17,29,22,19,30,[40 45 49 49 53 42 26 17 17 19 22],[38 45 49 46 53 41 25 14 14 17 19],[42 44 48 49 50 42 32 26 27 29 30]
