1 0 0 0 0 2 0 39 137 89 15 
0 0 0 0 0 0 0 0 0 0 4 
8 31 77 118 153 184 151 190 116 68 0 
0 61 77 94 70 63 98 106 101 76 8 
0 0 0 0 0 0 0 0 44 100 227 
6 1 0 0 0 0 0 0 0 0 0 
5 0 0 0 0 0 0 0 0 0 0 
49 194 166 127 121 57 0 0 0 0 0 
2 0 0 0 0 0 0 43 64 24 0 
3 0 0 0 0 0 0 63 46 42 0 
0 0 0 0 84 79 47 61 30 30 0 
0 0 0 0 0 0 0 52 84 22 0 
181 167 228 105 198 146 111 47 21 0 0 
0 0 0 0 0 0 0 6 71 152 101 
0 28 20 18 84 118 108 60 0 0 0 
5 0 0 0 0 0 0 0 0 0 0 
3 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 4 
1 10 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 49 86 60 0 
5 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 4 
0 0 0 31 63 112 166 131 127 94 0 
0 0 0 0 0 0 0 10 44 120 160 
0 6 14 98 137 136 107 117 84 62 6 
1 0 0 0 0 0 0 0 61 13 0 
66 179 91 58 58 49 41 16 16 9 0 
0 4 0 2 59 108 43 92 54 67 0 
0 52 124 68 66 77 66 160 126 136 0 
4 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 10 43 48 
0 0 0 0 0 0 0 10 42 92 45 
0 0 39 50 24 73 154 213 148 56 0 
4 51 132 111 122 119 39 92 101 106 0 
0 0 0 0 27 106 0 48 118 122 0 
4 0 0 0 0 24 9 8 0 0 0 
0 0 0 0 0 0 0 0 0 0 2 
0 19 23 46 68 114 94 103 144 191 0 
3 0 0 0 0 0 0 27 0 28 1 
0 0 0 0 0 0 0 0 0 0 3 
5 0 0 0 0 0 67 0 43 91 55 
0 0 0 0 0 5 0 66 54 26 0 
3 40 45 2 0 5 38 63 47 17 0 
0 0 0 0 0 0 0 0 0 0 3 
3 0 0 0 0 0 0 10 16 0 0 
0 0 0 0 0 5 0 52 30 39 0 
4 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 50 26 0 
34 41 91 208 104 81 68 35 0 0 0 
3 0 0 0 0 0 0 44 0 22 0 
4 80 95 115 157 169 108 92 137 175 0 
0 0 0 0 0 0 0 0 117 0 0 
5 0 0 0 0 0 0 0 0 0 7 
0 0 0 86 198 214 105 116 137 78 0 
3 0 0 0 0 0 0 10 16 0 0 
0 0 0 19 41 75 58 114 179 106 0 
191 198 147 139 145 122 69 39 2 0 0 
0 33 44 0 0 6 61 66 46 27 0 
6 2 82 73 97 90 138 139 136 83 0 
0 0 124 0 0 0 0 104 0 0 0 
0 82 121 69 99 85 79 64 19 43 0 
0 0 0 0 0 0 0 0 0 0 2 
0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 4 4 0 
80 70 1 0 0 23 19 70 22 27 0 
0 0 0 0 0 0 0 0 64 147 246 
14 62 108 59 107 123 150 117 85 50 0 
0 29 30 24 48 81 156 125 139 38 0 
2 2 2 0 5 55 14 73 1 0 1 
3 0 0 0 0 0 0 0 0 0 0 
2 0 0 0 0 0 0 19 52 80 60 
143 147 146 173 35 103 200 136 64 41 0 
0 0 0 0 0 0 0 0 0 0 6 
5 0 0 0 0 0 0 0 0 0 0 
0 0 13 32 26 70 144 178 152 82 0 
0 0 0 0 0 0 0 0 44 142 162 
0 0 0 0 0 0 0 0 0 0 2 
2 0 0 0 0 12 11 24 30 0 0 
2 0 0 0 0 0 0 19 22 68 86 
5 5 0 0 0 0 52 0 50 0 0 
0 0 96 108 172 109 86 112 94 111 0 
0 0 0 0 0 0 0 0 0 0 2 
3 0 0 0 0 0 0 11 25 3 0 
10 30 142 91 98 90 33 29 7 2 0 
50 6 0 0 0 0 0 0 0 0 0 
10 51 53 64 22 0 0 0 0 0 6 
0 0 0 0 0 0 0 0 0 0 5 
4 0 0 0 0 0 0 11 19 14 0 
42 188 194 197 172 97 133 102 40 26 0 
5 0 0 0 0 0 0 0 0 0 0 
0 22 62 156 128 128 161 123 102 68 0 
0 0 0 0 0 0 0 0 0 0 2 
2 0 0 0 0 0 0 19 22 68 86 
0 0 0 88 116 199 53 232 58 0 0 
5 0 0 0 0 0 0 0 0 0 56 
0 38 45 0 37 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 3 
22 98 94 80 123 100 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 0 
0 0 106 0 0 34 135 8 13 14 0 
94 72 79 82 101 59 54 10 0 0 0 
9 1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 25 91 16 0 
0 0 70 126 146 84 87 31 23 162 18 
3 0 0 0 0 0 0 0 0 0 0 
22 100 94 125 109 116 164 212 198 121 0 
84 135 154 164 150 71 19 0 0 0 0 
1 37 81 33 14 0 0 0 0 0 1 
4 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 14 12 0 93 128 66 0 
7 1 0 0 0 0 0 0 0 0 0 
1 0 0 4 141 119 77 91 24 0 18 
0 0 0 0 0 0 0 3 44 93 161 
5 0 0 0 0 0 64 0 42 92 102 
3 0 0 0 0 0 0 0 0 0 0 
4 110 103 117 100 139 146 192 134 86 0 
4 64 107 123 122 113 131 176 162 96 0 
0 4 39 82 149 130 97 135 93 101 2 
2 0 0 0 0 0 0 0 61 146 0 
0 3 23 56 113 172 199 188 101 82 0 
3 0 0 0 0 0 0 0 0 0 0 
3 0 0 0 0 0 11 43 17 5 0 
2 0 0 0 0 0 0 16 12 0 0 
0 5 45 78 93 66 67 45 36 13 21 
1 0 0 0 16 32 0 0 0 0 0 
0 8 62 74 105 149 150 174 153 81 0 
0 0 0 0 0 0 0 0 0 0 3 
45 0 0 0 0 0 0 0 43 92 171 
0 0 0 0 0 0 0 0 0 0 3 
4 10 0 1 42 41 7 28 0 0 1 
0 0 0 0 0 0 0 0 0 0 21 
7 117 91 81 72 71 161 220 116 52 0 
0 114 43 18 123 50 9 48 47 9 0 
11 100 133 155 134 95 130 172 134 22 0 
3 0 0 0 0 0 0 0 0 0 0 
4 0 0 0 0 0 0 0 0 8 74 
3 0 0 0 0 0 7 28 30 11 0 
0 0 0 0 0 0 0 0 0 0 3 
184 122 63 117 105 39 15 3 0 3 3 
0 0 0 0 0 0 0 0 0 0 3 
0 0 17 80 89 86 43 47 87 171 13 
3 0 0 0 0 0 7 6 16 0 0 
0 22 106 44 100 112 189 132 121 71 0 
0 0 0 0 0 0 0 0 0 0 4 
0 0 0 0 0 17 45 207 113 74 0 
4 0 0 0 0 0 0 0 0 0 0 
181 141 92 76 196 95 166 123 30 45 0 
1 0 5 6 14 23 53 94 131 86 0 
0 0 0 0 0 0 0 0 0 0 3 
0 21 81 88 81 39 0 0 0 0 2 
2 0 0 0 2 4 6 118 71 71 1 
3 0 0 0 0 0 0 0 0 0 0 
3 45 51 29 11 0 0 0 0 0 4 
8 119 136 115 133 193 175 129 57 22 0 
0 0 0 0 0 0 0 0 0 0 4 
0 40 37 0 0 7 52 46 55 23 0 
3 126 152 153 116 178 131 130 125 170 0 
1 0 0 15 9 23 3 0 0 0 0 
0 0 0 0 16 27 4 161 143 206 2 
0 0 0 0 0 0 0 0 0 0 5 
3 0 0 0 0 0 0 0 0 0 0 
197 166 144 224 112 145 191 216 99 0 0 
0 0 21 68 59 105 116 198 145 118 0 
0 0 0 0 0 0 0 0 0 0 3 
3 0 0 0 0 0 0 14 22 6 0 
